Context,English,Chinese_Traditional,Chinese
"msg_door_usingkey","Using key: $1","使用鑰匙：$1","使用钥匙：$1"
"msg_dropped","Dropped","已丟棄","已丢弃"
"msg_extensionmissingstation","Needs to be placed near the appropriate crafting station","需要被放置在相應的工作檯附近","需要被放置在相应的制作台附近"
"msg_fireadding","Adding $1 to the fire","在火中加入$1","在火中加入$1"
"msg_firenotburning","It's not burning","尚未燃燒","尚未燃烧"
"msg_fireportalalready","Portal already activated","傳送門已啟動","传送门已激活"
"msg_fishing_catched","Caught","抓住了","抓住"
"msg_fishing_hooked","Hooked","上鉤了","勾住了"
"msg_fishing_linebroke","Line broke","線已損壞","线已损坏"
"msg_fishing_lost","Lost catch","錯失機會","失去"
"msg_food_done","You could eat another bite","可以吃下更多食物了","你可以再吃一点"
"msg_goodmorning","Good morning","早安","早上好"
"msg_goodnight","Good night","晚安","晚安"
"msg_incompleteoffering","Incomplete offering","祭品不完整","不完整的献祭"
"msg_inuse","Someone else is using it","有人正在使用","其他人正在使用"
"msg_invalidplacement","Invalid placement","無效的放置","无效的放置"
"msg_isfull","You are full already","你已經飽了","你已经饱了"
"msg_itsfull","It's full","滿了","满了"
"msg_level","level","等級","等级"
"msg_missingitem","You don't have the correct item","你沒有正確的物品","你没有正确的物品"
"msg_missingrequirement","Missing requirement","缺少要求的物品","缺少必需品"
"msg_missingstation","Missing required crafting station","缺少要求的工作檯","缺少必需品制作台"
"msg_needcultivated","Needs cultivated soil","需要被開墾過的土壤","需要被开垦过的土壤"
"msg_needfire","You need to have a lit fire under the cooking station","你需要在烹飪檯下方生火","你需要在烹饪台下方生火"
"msg_needspace","Needs more space","需要更多空間","需要更多空间"
"msg_newday","Day $1","第 $1 天","第$1天"
"msg_newitem","New item","新物品","新物品"
"msg_newmaterial","New material","新材料","新材料"
"msg_newpiece","New build piece","新的建造物品","新的建造物品"
"msg_newrecipe","New crafting recipe","新製作配方","新制作配方"
"msg_newstation","New crafting station","新工作檯","新制作台"
"msg_newstation_level","New station level","新工作檯等級","新制作台等级"
"msg_newtext","$1 added to the compendium","$1 已添加到手冊","$1已添加到概要"
"msg_newtrophy","Trophy collected","已收集戰利品","已收集战利品"
"msg_nobuildzone","A mystical force in this area stops you","這片區域的神秘力量阻止了你","这片区域的神秘力量阻止了你"
"msg_nocookitems","You don't have any cookable items","你沒有可以烹煮的食材","你没有任何可以烹饪的物品"
"msg_nocookroom","There is no room","沒有空間","没有空间"
"msg_nomore","You can't eat more $1","你無法再吃更多$1","你不能再吃$1了"
"msg_noprocessableitems","You don't have any processable items","你沒有任何可以加工的物品","你没有任何可以加工的物品"
"msg_noroom","No room in inventory","背包沒有空間","物品栏没有空格"
"msg_noteleport","An item prevents you from teleporting","有物品阻止你進入傳送門","有物品阻止你进入传送门"
"msg_noteleportarea","Can only be built inside a stone circle","只能在虚線圈内建造。","只能在虚线圈内建造。 "
"msg_notindungeon","Can't be placed in a dungeon","無法在副本中放置","无法在副本中放置"
"msg_offerdone","You make the sacrifice","你做出了獻祭","你做出牺牲"
"msg_offerwrong","Nothing happens","什麼事都沒發生","什么也没发生"
"msg_outof","You are out of","你用光了","你用光了"
"msg_pin_added","Map location added","地圖位置已添加","地图位置已添加"
"msg_pin_exist","Map location already added","地圖位置已添加過了","地图位置已添加过了"
"msg_portal_blocked","Blocked","被擋住","被挡住"
"msg_privatezone","The ward stops you","守護石阻止了你","守护石阻止了你"
"msg_pvpoff","PVP-damage disabled","關閉PVP傷害","已禁用PVP伤害"
"msg_pvpon","PVP-damage enabled","開啟PVP傷害","已启用PVP伤害"
"msg_removed","Removed","已移除","已移除"
"msg_repaired","Repaired $1","已修復$1","已修复$1"
"msg_skills_lowered","Skills lowered","技能已降低","技能已降低"
"msg_skillup","Skill improved","技能已提升","技能已提升"
"msg_softdeath","The gods are merciful","眾神慈悲","众神慈悲"
"msg_sold","Sold $1 for $2","以$2 賣出$1","已以$2卖出$1"
"msg_spawnpointset","Spawn point set","復活點已設定","复活点已设置"
"msg_stationneedroof","Crafting station needs a roof","工作檯需要屋頂","制作台需要屋顶"
"msg_stationtooexposed","Station is too exposed","工作檯過於暴露","制作台台过于暴露"
"msg_throwinfire","You throw some $1 into the fire","你將一些$1 扔進火中","你将一些$1扔进火中"
"msg_toofew","Too few","太少了","太少了"
"msg_toohard","Too hard","太硬了","太硬了"
"msg_useonwhat","Use $1 on what?","要把$1 用在哪裡？","把$1用在哪里？"
"msg_walk","Walk","行走","行走"
"msg_wontwork","That won't work","不起作用","不管用"
"msg_worldsaved","World saved","世界已保存","世界已保存"
"msg_wrongbiome","Can't be placed in this environment","無法在此環境中放置","无法在此环境中放置"
"msg_wrongitem","Wrong item","錯誤物品","错误物品"
"msg_wrongitem","Wrong item","錯誤物品","Wrong item"
"msg_wrongtool","Wrong tool","錯誤的工具","错误的工具"
"msg_youdied","YOU DIED!","你死了！","你阵亡了！"
"npc_haldor","Haldor","霍爾德","霍尔德"
"npc_haldor_buy01","These are fine items, not the sort of things you can just pick up","這些都是上等貨，可不是你在路邊隨便撿的那些垃圾哦。","这些都是上等货，可不是你在路边随便捡的那些垃圾哦。 "
"npc_haldor_buy02","Don't touch anything unless you're prepared to pay for it.","看就看，別亂摸，摸壞了你可賠不起！","看就看，别乱摸，摸坏了你可赔不起！"
"npc_haldor_buy03","Cast your eyes over my goods but keep your hands to yourself.","認真看，別動手！","认真看，别动手！"
"npc_haldor_buy04","Something here might keep you alive a little longer. Though I don't know why you'd bother.","有些東西也許會讓你延年益壽，不過我不知道你為什麼想長寿。","有些东西也许会让你延年益寿，不过我不知道你为啥想长寿。 "
"npc_haldor_goodbye01","Try not to wander too far. I want your things when you get killed.","試著別溜達得太遠。當你被殺死時我想要你身上的東西。","别晃荡得太远。 我想要你身上的物品，在你被击杀以后。 "
"npc_haldor_goodbye02","Away with you. I have things to do.","滾開，我有事忙著呢！","走啦，我有事忙着呢！"
"npc_haldor_goodbye03","Off you go then.","你走吧，再見。","你走吧，再见。 "
"npc_haldor_greeting01","Humph! Another scrap of flesh from the Valkyries...","哼！另一塊瓦爾基麗的碎肉","哼哼！又是一块女武神的碎片"
"npc_haldor_greeting02","Well?","行吧？","行吧？"
"npc_haldor_greeting03","What do you want?","你想幹嘛？","你想干嘛？"
"npc_haldor_sell01","Let's see what scraps you've picked up...","讓我看看你都撿了些什麼破爛...","让我看看你都捡了些啥破烂..."
"npc_haldor_sell02","Hmm, what have we here?","嗯，都有些什麼啊？","嗯，都有些啥啊？"
"npc_haldor_sell03","I wonder if anything sparkles amongst all this muck you carry...","我倒要看看在你這堆破銅爛鐵裡能不能找出金子....","我倒要看看在你这堆破铜烂铁里能不能找出金子...."
"npc_haldor_sell04","Show me what you have.","給我看你都有什麼。","给我看你都有啥。 "
"npc_haldor_smalltalk01","We're all lost here. The gods turned their eyes from Valheim a long time ago.","我們都是迷路人，諸神早已把瓦爾海姆遺忘。","我们都是迷路人，诸神早已把英灵神殿遗忘。 "
"npc_haldor_smalltalk02","I suppose you're here to hunt the Forsaken Ones? I don't bother them and they don't bother me.","你是來這擊殺被遺忘者的吧？我和他們可是互不干擾的。","你是来这击杀被遗忘者的吧？我和他们可是互不干扰的。 "
"npc_haldor_smalltalk03","Fight, build, explore. It all ends in the grave.","戰鬥，建造，探索。 不過最後都會被送進墳墓。","战斗，建造，探索。 不过最后都会被送进坟墓。 "
"npc_haldor_smalltalk04","You're no different to all the others that came before you, warrior. And you'll end the same way.","你和之前的那些來這的人沒什麼區別。 而你們都會得到相同的結局。","你和之前的那些来这的人没什么区别。 而你们都会得到相同的结局。 "
"npc_haldor_smalltalk05","Commerce is the only thing that separates us from the beasts.","貿易是我們和那些野獸們唯一的區別。","贸易是我们和那些野兽们唯一的区别。 "
"npc_haldor_trade01","I'm interested in trade, not chatter. Do you want to buy something or not?","我可沒時間聊天，我只對生意有興趣。 你到底買不買？","我可没时间聊天，我只对生意有兴趣。 你到底买不买？"
"npc_haldor_trade02","Come, let us make a deal.","來來來，看一看瞧一瞧了啊，便宜賣了啊。","来来来，看一看瞧一瞧了啊，便宜卖了啊。 "
"npc_haldor_trade03","You're fortunate to have caught me in a good mood. Let us trade.","你運氣不錯，爺今天心情好，便宜賣了。","你运气不错，爷今天心情好，便宜卖了。 "
"npc_halstein","Halstein","海爾司坦","海尔司坦"
"npc_hugin","Hugin","福金","福金"
"npc_munin_general01","Kraa! Well met, wanderer… I am Munin, brother to Hugin. I bring greetings from the Allfather. His eye sees through mine, I carry his words beneath my tongue. Keep his ways and I will come to you again…","啞！幸會，流浪者...我是霧尼，福金的弟弟。 我代奧丁與你見面。 他可以看到我眼裡看到的一切，我可以帶他說出他想要說的話。 遵循他的旨意，我便會再回到你身邊...","Kraa！幸会，流浪者...我是雾尼，福金的弟弟。 我代奥丁与你见面。 他可以看到我眼里看到的一切，我可以带他说出他想要说的话。 遵循他的旨意，我便会再回到你身边..."
"npc_munin_general02","Kraa! All eyes are on this one. Big eyes, little eyes, eyes from above and eyes from below. Even the trees have eyes…","啞！所有的眼睛都在這裡。 大眼睛，小眼睛，天之眼和地之眼。 甚至樹木也有眼睛...","Kraa！所有的眼睛都在这里。 大眼睛，小眼睛，天之眼和地之眼。 甚至树木也有眼睛..."
